id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.574801,1630143271,69,8603284994,616070835,0.632945,0.546175,0.02244702,4.06388,83323178,5.38674,2842187500.0,15000000000.0,,1.52,-62.13593,2024-04-11T13:15:15.057Z,0.195078,194.58151,2024-09-06T21:04:48.253Z,,2024-11-14T08:09:36.665Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.18,1590598971,70,11782214603,423854602,1.21,1.09,0.087855,8.05907,119299396,8.10844,1350000000.0,10000000000.0,10000000000.0,2.0,-41.08931,2024-01-31T15:02:47.304Z,0.457464,157.55502,2024-02-21T18:31:05.083Z,,2024-11-14T08:09:37.821Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.44,1568519391,71,24350432572,1296333161,2.48,2.19,0.217836,9.79503,148705529,10.47359,644144364.30546,10000000000.0,10000000000.0,11.74,-79.27643,2024-03-10T00:10:42.330Z,0.973104,150.0324,2023-09-13T07:36:44.064Z,,2024-11-14T08:09:35.461Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3374.24,1548791716,72,1548791716,44015048,3502.89,3271.84,63.12,1.90619,27596401,1.81413,459062.497236676,459062.497236676,,4729.53,-28.63036,2024-03-27T05:26:27.333Z,2142.02,57.58267,2023-12-18T10:41:32.686Z,,2024-11-14T08:09:38.151Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.41691,1509018420,73,4162822311,268605548,0.428689,0.389575,0.02527222,6.45297,88195596,6.20736,3624988786.43857,10000000000.0,10000000000.0,1.2,-65.14524,2024-03-16T07:01:15.357Z,0.22352,86.55647,2024-08-05T11:30:50.894Z,,2024-11-14T08:09:40.118Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3311.63,1445278912,74,1445278912,17678929,3412.38,3202.51,76.19,2.355,83275265,6.11417,437976.854254968,437976.854254968,,4106.74,-19.3034,2024-03-12T00:44:29.429Z,2198.04,50.77077,2024-01-26T08:09:59.848Z,,2024-11-14T08:09:40.222Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,90373,1438926626,75,1438926626,16247829,92768,86792,3343.68,3.84203,85012337,6.279,15901.5184290854,15901.5184290854,21000000.0,92768,-2.5981,2024-11-13T16:15:35.654Z,49058,84.18581,2024-08-05T06:28:45.311Z,,2024-11-14T08:09:41.432Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,1.57,1408242970,77,2793243908,124159500,1.57,1.36,0.1229,8.52053,111598848,8.60674,899381157.28,1783918679.22,,1.61,-3.18735,2024-10-14T20:25:32.919Z,0.01726188,8931.92796,2023-10-12T17:25:09.068Z,,2024-11-14T08:09:38.233Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.41,1406299155,76,1406299155,65293028,1.45,1.33,0.057995,4.30132,57474226,4.26106,1000000000.0,1000000000.0,1000000000.0,15.72,-91.07783,2021-04-16T13:15:11.190Z,0.04039979,3371.65042,2020-03-13T02:24:16.483Z,"{'times': 8.375327699863094, 'currency': 'usd', 'percentage': 837.5327699863093}",2024-11-14T08:09:33.765Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.142419,1402657005,78,1402657012,260791973,0.148802,0.108218,0.03269327,29.79557,314391442,28.88922,9910117542.346,9910117594.10773,9999998988.0,0.193328,-26.75067,2024-06-09T12:55:51.835Z,0.00084753,16608.76487,2024-02-29T08:40:24.951Z,,2024-11-14T08:09:41.798Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.933995,1343555785,79,9347647198,446471558,0.94076,0.812852,0.112433,13.68525,162792825,13.78709,1437319741.0074873,10000000000.0,10000000000.0,1.48,-36.78502,2024-06-03T08:29:55.744Z,0.082171,1037.62078,2024-01-18T12:14:30.524Z,,2024-11-14T08:09:39.155Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,90967,1330075443,80,1330075443,447545163,93196,87190,3598.97,4.11931,41499264,3.22055,14604.86068243,14604.86068243,,93196,-2.37433,2024-11-13T16:25:28.705Z,57439,58.40055,2024-09-12T14:07:41.775Z,,2024-11-14T08:09:34.440Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.99,1325270032,82,1573226886,406830,11.14,10.68,0.165526,1.52882,16364217,1.25022,120257114.14608,142757114.14608,,28.83,-61.8706,2021-12-01T15:09:35.541Z,0.342863,3106.13793,2019-02-07T00:00:00.000Z,,2024-11-14T08:09:37.696Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1500.82,1322341155,81,1367782853,253993180,1584.44,1452.62,10.69,0.71762,10506396,0.80089,880513.499913705,910771.976032696,1005577.0,6292.31,-76.12254,2021-05-03T21:54:29.333Z,168.36,792.41284,2020-03-16T20:52:36.527Z,,2024-11-14T08:09:39.934Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,4.99,1317605538,83,2769333421,310587689,5.27,4.27,0.705655,16.48589,188592057,16.70415,264060321.551101,555000000.0,555000000.0,16.83,-70.37979,2021-09-12T20:20:23.998Z,0.134391,3610.01233,2022-12-29T22:15:53.927Z,,2024-11-14T08:09:40.888Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,65.59,1296875877,84,1376611380,155637943,68.27,54.33,10.5,19.06212,207044979,18.9979,19783646.875,21000000.0,21000000.0,489.75,-86.77221,2021-04-16T17:09:04.630Z,21.43,202.23334,2023-06-10T04:32:12.266Z,,2024-11-14T08:09:42.088Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.154663,1275835410,85,1275835445,146722117,0.154366,0.140612,0.01088273,7.56901,88202591,7.42676,8269962589.58558,8269962817.1436,10000000000.0,3.56,-95.68938,2019-06-20T14:51:19.480Z,0.087513,75.41062,2023-09-11T19:42:08.247Z,"{'times': -0.9355571364416182, 'currency': 'usd', 'percentage': -93.55571364416181}",2024-11-14T08:09:40.805Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,9.82,1258487653,86,2948198073,5264212,9.83,9.25,0.525829,5.65688,67849591,5.69859,128060017.17436442,300000000.0,,12.94,-24.39723,2021-05-12T11:39:16.531Z,0.25754,3699.1755,2020-03-13T02:18:02.481Z,,2024-11-14T08:09:37.571Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,268.4,1164962366,87,1164962366,34907964,271.95,251.98,16.42,6.51563,63736128,5.78774,4339603.0,4339603.0,4339603.0,276.08,-2.33125,2024-11-12T08:31:01.026Z,8.93,2919.4921,2022-12-29T20:45:33.039Z,,2024-11-14T08:09:38.620Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02231198,1163282466,88,1365048864,78815505,0.02270546,0.01997139,0.0020317,10.01813,106649502,10.09333,52110507833.0,61148853857.0,61148853857.0,0.04416304,-49.45235,2024-03-10T10:40:22.381Z,0.0043383,414.56488,2023-10-29T08:20:14.064Z,,2024-11-14T08:09:41.877Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,17.76,1162510819,89,1162510819,241009669,18.48,16.66,0.421379,2.43035,28925421,2.55168,65454185.5381511,65454185.5381511,66000000.0,89.24,-80.1428,2021-11-05T04:14:42.689Z,0.298788,5830.49785,2020-01-31T06:47:36.543Z,"{'times': 22.999400914452906, 'currency': 'usd', 'percentage': 2299.9400914452904}",2024-11-14T08:09:41.080Z
neiro-3,neiro,Neiro,https://coin-images.coingecko.com/coins/images/39488/large/neiro.jpg?1731449567,0.00266179,1119383506,90,1119383506,1796126699,0.00269452,0.00230247,0.00028416,11.95129,119091299,11.90565,420690000000.0,420690000000.0,420690000000.0,0.00301761,-11.91932,2024-11-12T08:05:49.038Z,2.44e-06,108902.16051,2024-08-01T07:00:23.692Z,,2024-11-14T08:09:38.545Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.12e-06,1084919751,91,1109294619,142155521,1.14e-06,9.99181e-07,1.02731e-07,10.08321,98608629,9.99772,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-67.35842,2022-01-21T04:00:31.909Z,3.65368e-07,206.55237,2023-10-13T05:10:41.241Z,,2024-11-14T08:09:42.738Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3219.68,1080306054,92,6912244004,46805,3330.5,3116.1,66.73,2.11642,4440644,0.41275,335578.5491901497,2147170.06074432,,5307.23,-39.30368,2024-08-06T16:16:30.007Z,2155.76,49.42749,2024-02-08T11:26:30.368Z,,2024-11-14T08:09:35.971Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02723999,1078333964,93,1081474994,408744433,0.02859741,0.0250811,0.00190619,7.52432,76670732,7.65434,39580700766.4917,39695993601.0379,50000000000.0,0.824837,-96.71004,2021-11-26T01:03:48.731Z,0.00013475,20038.74732,2020-12-28T08:46:48.367Z,,2024-11-14T08:09:37.253Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.19,1064612600,94,1188550390,267957711,1.22,1.096,0.080208,7.23507,70920556,7.13708,895723570.893679,1000000000.0,1000000000.0,7.3,-83.7406,2021-08-20T08:35:20.158Z,0.40615,192.356,2022-06-18T20:55:12.035Z,,2024-11-14T08:09:38.179Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.18,1055286431,95,2795385895,606988245,3.17,3.03,0.13389,4.40241,45062870,4.46068,332208895.17373455,880000000.0,1000000000.0,3.17,0.11141,2024-11-13T22:15:28.820Z,0.398142,697.37029,2023-01-21T10:15:39.503Z,,2024-11-14T08:09:35.918Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,6.08,1048915225,96,1358600884,28272861,6.25,5.76,0.321094,5.57125,56548865,5.69839,172168366.630175,223000000.0,223000000.0,54.88,-88.93949,2021-11-12T23:08:25.301Z,0.113248,5259.6518,2020-04-18T00:19:10.902Z,,2024-11-14T08:09:37.042Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02132809,1031353514,97,1065007759,280873849,0.02142417,0.01917324,0.00202293,10.47872,95871092,10.24831,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.55807,2021-02-16T03:53:32.207Z,0.00275026,669.70372,2022-12-29T20:41:09.113Z,,2024-11-14T08:09:37.533Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.487638,1024134641,98,4878097432,231087222,0.495828,0.454616,0.02539943,5.49487,55873880,5.77054,2099455075.0,10000000000.0,10000000000.0,4.41,-88.96676,2024-02-20T12:05:13.556Z,0.321161,51.62777,2024-08-05T13:30:55.185Z,,2024-11-14T08:09:41.866Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,90748,991434069,99,991434069,1683688,93317,86739,4008.44,4.62125,43347319,4.57208,10922.39313617,10922.39313617,,93317,-2.73661,2024-11-13T16:15:37.014Z,52119,74.14535,2024-09-06T21:01:52.094Z,,2024-11-14T08:09:37.583Z
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,0.962422,963963220,102,963963220,588185941,1.04,0.806175,0.122311,14.55886,126381570,15.08887,999998201.20168,999998201.20168,1000000000.0,1.04,-7.47286,2024-11-14T06:41:59.524Z,0.04353971,2110.0,2024-10-13T07:44:45.743Z,,2024-11-14T08:09:37.044Z
